%
% Comments go after a '%' sign.
%
%
% Relation: todefine
%
%
% Attributes: 2     Instances: 10000
%
%

@relation todefine

@attribute 'dataset' String
@attribute ' labels' {1, -1}

@data
'original few better black white complete actual different original perfect great',1
'true fictional significant positive beneficial resounding general well excellent ensemble well developed wonderful beautiful short first rate mentioned josie usual fine many most recommended romantic further',1
'ten best old great powerful subsequent poor melodramatic much sappy supple such drive by near new smart skillful black tow perceptive best subsequent good upon i non new older low special big deep',1
'o k  labored next first physical next funny silly blissful loud next whole first stupendous sensational sublime great sure',1
'kick ass many afraid traditional used filmed visual news  strong unusual unusual most unusual once in a lifetime unusual same big usual strong able central traditional visual visual such deeply human urban big incredible everyday everyday good bad super stronger explicit most next much',1
'outstanding excellent usual fine mental perfect',1
'great basic rural same older same youthful younger close carelessness dangerous',1
'i fun old',1
'funny great great crazy stupid daytime best',1
'fantastic interesting huge best past fresh most upper best such real entire accurate exaggerated inaccurate different fascinating serious historian personal',1
'other unbearable to awful many time bomb outrageous funny excessive gory different extreme more unrealistic noticeable open many shot rapid certain chinese comic true faithful faithful flashy over stylized hollywood style recent lotta',1
'new right good mysterious bad positive perfect greatest funny sci fi same enough watchable enjoyable pg rated suitable little predictable comic book inspired suitable usual colorful dark detailed deep impressive funny giggled likable screen great exotic impressive natural ethnic authentic awesome tight well written unanswered much',1
'high bad educational important high bad great sexual first first this clear',1
'hilarious wonderful do gooder best english',1
'more only obvious famous first good bad enjoyable obscure evil native own ethnic supernatural enjoyable',1
0,1
'award beautiful',1
'ancient classic good young advanced fellow essential fun fantasy good best',1
'more cursory same apprehensive heavy going unrepentant iconic failed military compelling initial bolivian hostile suspicious nascent uncritical undramatic subtle effective quiet many few small such loyal fellow superb narrow able great few short lavish post revolutionary old unending beautiful tiny hard utterly lead difficult precious little more first',1
'young most small italian different human',1
'wonderful fanciful strong stardust first other other other long full quasi modern next magical only scruffy old young old enchanted young captive unbreakable old young girl young quest other old other other humorous ruby beautiful little own first yvaine initial big other funny but important undercover small extraordinary wonderful sexy evil appropriate confused distressed perfect perfect high other complex young multiple good other',1
'satisfying realistic superb intelligent attractive wonderful perfect interested frat dumb chauvinistic sleazy witty other natural rebellious middle difficult personal unrealistic minor great fantastic offensive dumbed down excellent beautiful light hearted',1
'difficult best certain strong greatest animated talented animated best favorite underlying hard core native least other english single better young sinister interested magical funny boisterous fabled potential scientific hidden much fairy tale customary nature the revolutionary utterly impossible twentieth ancient wonderful impossible sheer wonderful high tiny one man most small simple favorite exciting guardian little horrific entire amazing wondrous exciting bizarre original rare total bad inordinately older over explains shocked japanese particular hard right old good original good more other good much wonderful other original much great particular front many much hard high recent few familiar later earlier big able large good least classic',1
'old ordinary more scary short now young ill high fewer big green new strange disturbing harder ofter angry next mad horrendous other tragical same previous good terrible few main dead stupid dumb main first real awesome better asleep good',1
'wonderful gritty inner blinded tough unpleasant superb many fine',1
'not red best long brilliant the new different the great cillian brilliant excellent boring red phenomenal more excellent red much',1
'weird metaphysical popular canadian most weird better final rare many',1
'action less dead hallucination dominic believable lethargic blankly more shower enough',1
'uncanny unto quiet existential creative magical whole new new bizarre dead newer stranger dead tragic own amazing snow orchestral subsequent elegiac strange direct poetic past odd memory narrative',1
'new only earlier disappointing dead great different bizarre wacky great hard many wonderful crazy new toxic mysterious criminal common nearby full mysterious red bullwhip of serious tongue in cheek many different big kept interested superb colour great great superb wild exotic satisfying excellent little recommended',1
'better bible funny entertaining lavish sexy usual ferocious silent young',1
' 50 complex most extraordinary  the real  the ancient hidden tech manifest needless dead dead many modern  gear incestuous such stunning classic modern  it modern pscychological  a timeless pure  a',1
'funny poignant less meaningful third rare interesting simple little spectacular visual steamy young early american french other boring silly believable least high sincere witty awesome great smart independent attractive young',1
'sweeping top incredible good historical better incredible fantastic evil despicable excellent dislikeable incredible common entertaining beautiful exciting favorite',1
'aware enough such poor large many huge indestructible unlimited poor sieve like sure modern better little kids i red heart like hungry old it of',1
'lovely guilt driven lonely wrong little late the local more more bastard long gritty lovely good',1
'strange bad neo realistic fairy sure strange wonderful everyday great ensemble type sad similar absurdist special early special important least strange silly total absolute great',1
'frightening next romantic horrific ironic original previous best',1
'serious great western great big special old',1
'favorite good direct favorite much old good realistic similar big great next',1
'great funny great many exceptional heavenly great high highest much',1
0,1
'naive lame con man basic foremost gritty more graphic american only x rated male big easy cold welcome lame serio comic disillusioned bitter ready cold final brilliant poignant true american tough certain',1
'same other few normal handsome hot young everyday depressed',1
'majestic cinematic great intellectual grand instinctual original ice cold overall typical human scariest unknown perfect idle new dormant violent unsuspecting perfect thought and subtle young big empty labyrinthian fine transfixed righteous tangible powerful unknown proud terrifying little acclaimed two cent grand eccentric cold eyed',1
'better better other higher soid great younger endless extreme short',1
'strange hypnotic lasting original french',1
'real main superb small thoughtful interesting real musical initial impressive such realistic least true great astute fine excellent least',1
'sensitive inane quick quick sexist pig headed other least hot great least a bore son',1
'sloppy superior short crafted true such german female believable other first strongest',1
'best seen combine stunning own tragic deep violent nude out  the human superb murderous',1
'norwegian american copied respective later norwegian complete norwegian french interested heavy lab interested heavy secret french early secret heavy other norwegian british eleven young heavy heavy fair many interested',1
'several hilarious loud many inseparable big little whole new innumerable hilarious beautiful sad true unbreakable more rare',1
'first wonderful alternative small uncomfortable public perfect many brilliant right real',1
'magic collective it the biggest wide complex many inaccessible non linear subtle pathetic bold mature film making pretty archetypal strong silent gritty anti hero vague poetic gritty philosophical complex such little such final pretty last shoddiest easy hard easier real humble stylish complex mature modern same in nit crappy cheeky pretentious funny thoughtful',1
'real indian chose great real indian great real natural good tomboyish convincing',1
'excellent great',1
'true beautiful underrated this more evil better aware happy real aware everything  from happy young',1
'talented great few exaggerating sincere dark gory worth',1
'weird favorite first great best second redundant other deep fun least ten',1
'peculiar last annoyed many surrealistic much fair strange understood lip synchronized singing short spectacular crucial several noble major unfortunate inaccurate christian contrary clear deliberate christian see impossible unfamiliar beforehand the good famous unseen german',1
'saddest popular well kept other domestic fine long other attractive actual better actual personal other worth fascinating true ironic former subject many brilliant above amazing former popular incumbent interesting',1
'best pleasant recent good great last longer many recent old great comic hey funny real best funniest past religious up in arms bottom true major theological short free misplaced late nigh it the bottom entertaining feel good major tremendous better comic great',1
'favorite famous fantastic evil certain great modern great good',1
'lovely little usual',1
'several sorrow memorable beautiful emotional complex such short young abusive such unique different complex persuasive okay decent able mind least hundred rare such high short comparable major flaws little little long few',1
'other many first awkward uncomfortable real romantic sweetest able older older older other earlier superior much more frustrating good sheesh one last several submerged superior illogical fellow happy',1
'better definite',1
'short good main hard mid may all volunteer pretty professional good terrible fan based excellent few other own many',1
'unassuming subtle lean fresh filmic modern obscure many expert great fine inspired unworldly correct expressive effective main absurd influential dependable ineffectual pivotal delectable comic insurmountable sublime fine similarly unusual more maladroit poignant easy adept evocative sound wistful thoroughly',1
'easy clean realistic forgiveable cleaner many other magnificant pleasant realistic the same',1
'altered strange wonderful same great heaven and earth glowing best great more striking sprung great black white general visual other natural mere black white best least logical other tight stuff real imaginary true sure many first different other great own snobbish american several incomprehensible valuable much english unable other last cold',1
'glad most only touching many stable serious many ignorant',1
'best scary few best great old painful new creepy scariest horrible new',1
'self black philosophical better person on the street beautiful optical',1
'short strident excellent bad ourselves the polar narrative various climatic traversed global polar recent desperate dangerous aerial spectacular enough big terrific great white slow wild incredible great least first early cinematographic enough dramatic humorous instructive solid selective grisly prey predator available solid own',1
'best great cinematographic best superb immortal big many different big most many superb many superb little great sublime good best',1
'many second profound independent good good cute true most good deep big dramatic',1
'minimal running great moving remarkable last short able more one man formidable short remarkable incredible overall',1
'best great great only martial interested fans ',1
'several awkward relevant social small town many local passionate conservative social various other such social second novice narrative original third final amazing extreme second troubled own secret social many pathetic',1
'great young wonderful great',1
'late small',1
'dark intriguing religious deranged killing young bad people bill deranged oldest murderous many able good great powerful dark young brilliant spine powerful',1
'rare old more autobiographical present older most hard such such emotional laugh feel good more italian loved',1
'greatest beautiful romantic martial haunted colorful beautiful lovely free evil powerful good perfect great paced little tragic legendary vivacious full fun much mysterious over the top disillusioned evil great traditional wonderful lush frenetic wonderful',1
'good first black poor chicago based most early best terrific great skirt chasing well meaning artistic attractive bright near social lawyer in huge good black next key african american fat watchable longer great ground breaking obvious last loose last',1
'trauma induced clichs many difficult live first lethal british all important young beautiful youthful possible strong romantic strong disabled first incestuous hair drying hot lost necessary alive seem uncaring subservient high intense non sexualin good understanding real able real life good little violent understood little major whole right',1
'much funny funny typical funny must see satisfied',1
'cary middle reasonable countless original many great thin late definite excessive least hilarious',1
'different favorite first great other several less different',1
'funny underdog different same different earliest comedic brute funny gladiatorial comedic such underlying simple same modern prehistoric en eighty modern',1
'first other able complex obvious original great simple complex single great',1
'fabulous minute many various parisian particular several knowledgeable sure french in consequence the new graphic subtle gentle most much nearest magical little spa',1
'long standing classic other late own new young fresh heavy duty rough extended finale hard most non barbra',1
'excellent female female great great striking powerful great best female body builder other famous sci fi such talented best same boring interesting',1
'bad sloppy little bad non existent pointless perfect mst3k style scribble bad many many higher gratuitous least 20 30',1
'third light carpathian visual universe before several unknown radioactive radium darkest several tricky long short careless old ready counter active estranged radioactive old pseudo scientific dead distinct invisible great interesting terrific basic much invisible clever little much famous other entertaining',1
'best inner young second impressive least',1
'other enjoyable scary good ghoulish escaped ragged little other evil lunatic unstoppable pretty intense',1
'single easy upper other big wonderful believable better younger',1
'4th older memorable worse last more serious',1
'acting own musical shadowy has been relevant high bigger little absolute hottest few least bigger least cheesy contrite big iconic mainstream popular ridiculous bizarre purple little',1
'impressed effective goal spoilers  nice major old major other necessary easy same speaking the great such personal only new great higher',1
'funny original ridiculous best live bad due hilarious next few brilliant same perfect classic added flamboyant melodramatic',1
'low good good good low big low bad good natural important throw next good great',1
'screen own would be next surprising able claustrophobic middle less last many one note slimy would be more unexpected gripping lead',1
'funny interesting stylish such such documentary brilliant decent moderate genius megalomaniacal varied own real imaginative compelling amazing',1
'wonderful such big enough witty british american american real caricatures some inventive wonderful revolving more top realistic realistic the different nice love gentle headstrong young aristocratic',1
'light light unexpected long witness registrar story the watchable bitter sweet good ok good slow right a watchable light i',1
'funny wonderful classic',1
'addictive exact impressed intelligent i amazing strange stormy human intimate incredible enigmatic amazing',1
'first best other first accurate best other famous little certain other most good gorgeous comfortable such whole historical there this harsh common illegal medicinal recreational clubbed surprising strong prudish big beautiful talented own perfect wonderful able actual other little',1
'many subsequent domestic affluent middle post war nascent guilty sophisticated other memorable ta little',1
'long beautiful animated healthy other beautiful amazing mind blowing i spine much i romantic romantic animated lovable blue other nice much much hard new i glad european great stupid',1
'own personal high profile recent 2 disc original italian many few first quintessential folksy poetic eventual second stalwart meaty rigorous humanistic other fictitious surprising reluctant little known special veritable more highly satisfying viewing',1
'hilarious old english favorite best star studded funnier criminal',1
'terrible terrible terrible dead hideous so far bad new dead next short',1
'best great entire little far fetched feel good great little short memorable recommended',1
'crooked distaff above violent watchable justin good dedicated young throw away crooked decent girl violent many great good',1
'german murdered weak other huge whole dead kriemhild these great such undying better early',1
'lynchian short beautiful strange mysterious short lynchian',1
'such indifferent good few recent political great young civil difficult black upbeat complete decent law abiding illegal huge secret interesting first amazing first greatest second interesting great second first straightforward second interesting black interesting second bold last beautiful powerful incredible perfect human alongside beautiful',1
'japanese strange frightening scary good creepy whole little scariest japanese',1
'few much well discussed first didn t this funny sad same black funny good perfect many bad perfect lovable',1
'digital first much tech several good international hilarious many good international french most small actual experimental colorful funny simple complex easy experimental formulaic several other mime other more half last beautiful lush romantic good good soft main good overall long good sure good much short',1
'funny next surprised emotionless complete comic such surprised much other actual good good colourful boring',1
'wonderful sci fi surreal other contemporary freudian far reaching other collective expansive same definite this  luck  psycho sexual otherwise  dead on former own pivotal back male male female dead on psycho sexual sincere excited plausible scorsese intersect same primordial first same multi faceted little potential things  top great ventriloquist few immediate powerful first sure actual greatest such narrow supernatural smallest',1
'local critic local insistent sleazy average church going nice forth many local necessary old worth guilty huge successful small young effective poor little memorable sleazy funny nice live brooding good giant initial entire interesting most scary more few enough nice cool great opening decent real hot place another hot nude quintessential american',1
'lunchtime break good clean good innocent innocent other nostalgia bad good seriously one many least dizzy hard gruesome autopsy i last',1
'heartrending photographed fox strongest hilarious tragic inhospitable general biggest capable human',1
'decent other much better uneasy great jack awesome good original',1
'brilliant such special unique touchy amazing top great good second much more tense great engaging more human best',1
'dumb bad good grown interested horror',1
'entire difficult fresh knowledgeable special terrific superb able interested post war british',1
'writer director best contrary popular violent modern blood soaked macabre most well known hitchcockian best cross dressing serial burnt out street wise ingenious darkly well scored stab uniquely complete original worth',1
'cynical distinctive best acclaimed erratic deep jealous murderous thin own dastardly faultless impressive young squalid',1
'i most chewy real low giant crappy total real sci fi re made',1
'much curious rental precious beautiful other spectacular unique actual intriguing several amazing lost minded ex special good notorious dead favorite unique old massive sincere sad great memorable',1
'best short lucia',1
'aware favourite hard incredible subject many memorable private strange eccentric true aristocratic tangible first thick unforgettable',1
'great many chinese lucky accurate actual true perfect true dramatic commercial much later famous local only many male such slave interesting good regional operatic male female chinese female unaware own',1
'great italian  true',1
'best awesome strong good only much selfish smart i spectular much good other most',1
'intricate likable likable nice soap next little mysterious most loyal',1
'hilarious witty sexy romantic beautiful bewildered soon to be sexy top nice perfect',1
'best more wrong tremendous soft early other powerful intense post climactic tie half emotional eclectic suitable such dream like able original hard able other musical such perfect great emotional powerful tenfold visual musical ingenious best better such new watch obvious first second best much film making musical true many true own',1
'big most original first much bad separate first evil first same other mixed such good good',1
'best real dull superb excellent horrific unbelievable such appealing true interesting young overwhelming favorite best',1
'local australian best good favourite great whole entire younger many sick',1
'much unnecessary different boring evil many extraordinary it some 1  2  3 the evil forest 5 the last 6 the 7 the good last good perfect extraordinary',1
'great short i normal same weird crazy  general medical dont sure fine i umm small im',1
'such bad good great most alternate realistic martian static overall great good decent',1
'unique more triple earlier musician hard grateful more other many better least different o own impossible gorgeous lovelier grateful',1
'clear least  jim grim troubled basic much light good i it many western other',1
'indian other several different prosaic all good blue eyed good romantic wild unwritten winner this same quest wild distant same true',1
'sean liberal good hearted black sadistic cold hearted gruesome eleven old mysterious black detective small corrupt infamous psychotic serial introduced he little lucid small re trial is unfettered horrific unexpected serial focus armstrong lurid heinous psychopathic fiendish beautiful tough good psychotic former good virtuous brutal man eating live good reluctant friendly black vicious sean great oblivious holier thou amazing arrogant good top okay ruby great tenacious wonderful',1
'early classic tea time great few most notable unforgettable mournful attempted european subsequent obvious young excellent overdue future a',1
'own unsympathetic slutty eager awful awful noted few uneven nice destructive non existent much worse same stiff ferocious own nervous certain changing visual simplified bare hard discernible sexual much external sad distant passive other vulnerable unrequited other short memorable moral',1
'popular strong steady powerful constant vocal visionary true good emphysema asthma high easy beautiful',1
'favorite last corrupt similar last pleased white african civil real white slave fictional aware such fictional adventure story rich potential amiable campy multiple good',1
'little acting several standard secondary classic american more youthful pleasant ordinary',1
'great more more neat great go',1
'reluctant undivided polar bear much semi coherent simple full extraordinary unflinchinglywhat clear stranded common many mysterious connected while most spectacular respective most real compelling predictable petty secretive first secondary well sculptured tiny other main own own glorious more little worried disappointing sure best',1
'younger other most other funny good sad reruns talented new natural natural real funny natural more',1
'impeccable closer look first first undeniable slow paced actual similar nuclear visible dangerous psychological american palpable astute average real entire such more huge cultural biggest young due atrocious due unjust horrible bad lost other daily african lesser american black much common western potential national sure more entire civil',1
'same better whole same second greatest french favourite stunning tour little funny wonderful pathetic present underrated middle aged frantic young blind pre lachaise curious simple talented brazilian sad fantastic simple funny fabulous underrated single plain bad mosaic other',1
'only simple this hilarious little',1
'supposed own much important true technician rhetorician italian greek scandinavian inner exposed operatic surprising unsettling dead metaphysical endless amazing overt brief intelligent easy inner much joyous effective little sickening many small dangerous great reflexive female',1
'good great the nice it pregnant good the wonderful the melodious good the colourful salman excellent  the excellent the great time  ',1
'great right awsome   great first aggresive awsome much reg excellent',1
'kept downward superb usual decent younger little',1
'invisible extreme hollow sebastian scientific useful military first easy most first unstable lab first close tired best invisible close',1
'few funny hilarious better like true humour funny local more old',1
'entire stunning scottish best difficult poignant big strong much same polished more real gaelic recent scottish real key second many clearer second non normal distinctive memorable more',1
'simplistic enjoyable sad same more beautiful painful other wonderful long suffering sorry particular such public more',1
'psycho mad late everyman super clean perfect great white beautiful great nasty dirty dark nasty professional stylish first nice great psycho great sad beutiful dumb much future nice innocent next dark nasty',1
'excellent best current greedy innocent moving amazing young brilliant great other more authentic remarkable interesting different many famous latin interesting familiar latin american',1
'beautiful small',1
'excellent rural familiar like easy familiar few  the many writer complex fine first large solid',1
'first modern entire perfect such large few love few',1
'great together each supernatural concerted usual possible i ancient indian massive electrical current final  power interesting best definitely',1
'long beautiful much born future the different most unsatisfied real only sensible gross professional clear similar complete more most',1
'adorable much second first cute more different hilarious',1
'big studio well written physical legendary standard less better parable',1
'romantic simple marvellous best other most winning giddy trouble favorite wittiest dialogue american',1
'wonderful right wonderful comedic popular potential trite major many old',1
'sudden other',1
'first other well known dangerous former due too little seen great secret sweet talking comic',1
'excellent great due best sure',1
'artistic short best sci fi crowd few uninterrupted over the top ultimate moronic russian best beautiful first different cohesive great shameful poor best classic other energetic musical artistic different moral proper other previous great solid few weird other solid sure major following initial main anti drug sky rocketing more',1
'worth nice big optimistic uplifting best elderly wonderful full little good little known universal important real better classic',1
'mere glad much new classic fresh fast occaisional funny good poor best good british',1
'long defunct re opened great old fierce cool as can be low key real early thrust no brainer actual penitentiary higher great fourth directorial impressive mainstream capable young weary restless soft spoken worth early vengeful 13th special prolific great gloomy overall intense nasty gruesome good',1
'awesome strong greatest perfect long',1
'many best invisible best great fantastic special classic',1
'gorgeous unusual strong religious trappist former lonely black troubled former palm treed mysterious troubled seductive past sentimental melodramatic different fun interesting full extreme facial beautiful gorgeous good young handsome fine little great orchestral enjoyable',1
'first many funny unbelievably surreal eccentric own surprising unreal blue blood own greatest close empty rubble strewn final sad birthday wrong worth disturbing',1
'scary modern recycled same scary frightening big left rare modern scariest other incredible original gross rubbish gross scary gross slow building burning',1
'different least full american scatological few main rarefied sad unexpected least more direct rich sub other such',1
'lasting little short great same',1
'short other great surprised professional good many minor big last funniest great',1
'refreshing other rare cute good good good valid talented nature filled aware sappy good',1
'proud consistent new extra particular great psychotic brilliant believable much good memorable wounderfull',1
'real real ensemble powerful fallible',1
'first full only similar complete funniest unique simple boy meets girl boy loses girl boy gets girl riotous future lovable best rival modern',1
'advanced cillian creepy much scarier scariest bad great same amazing anti climatic satisfied better',1
'due better other simple original kick ass it elite typical jealous boring young izumo nice girl good entertaining total witty intelligent common perfect interesting full special realistic pretty amazing unreal other pretty main tale masterful',1
'first it 21 old job earning week at local young american first american flung single massive japanese determined bloody naval harder japanese german japanese sorry same japanese true wounded many difficult personal harder striking',1
'key musical paranoid sci fi best early fine popular titular popular former tragic elderly lecherous own hard boiled realistic narrative unexpected small town intellectual later co starring heartless symbolic reminiscent sardonic ambitious interesting black first terrific first latter disappointing belatedly introduced second evident selfish hard earned possible different unearthed considerable dialogue many other only shorter utilizes longer tacked on happy effective open ended unconvincing cautionary',1
'best best memorable impressive many other chase modern funny enjoyable fighting',1
'favourite weak goth com goth unfamiliar good elviras powerful many parallel aunt uncle little first um pure titty',1
'reese big memorable fresh scrubbed tween young reese early own first little first reese',1
'most many many good bad big',1
'great teen great funny humorous real original entertaining excited teen likable funny hotter hilarious same classic american laugh',1
'little important more more same wish new good old hooked more happy',1
'first fat cheap diane arbus long dehumanizing certain sexual great abusive eloquent incredible genius pathetic old ok rosy hopeless grateful such beautiful strong strongest',1
'fantastic top other great special historian alive great whole realistic other much',1
'honest many independent nightmarish main many memorable good',1
'best factual most such brief first biggest own amazing travesty certain',1
'obvious classy good decent solid most adult above good',1
'original funny hilarious weak gorilla pendulous wicked open sneering best',1
'israeli palestinian aware few other alternative fine brutal understanding in close beautiful young strong gay young popular shy free guard young mutual present able gay different groom to be french groom to be young peaceful many serious natural tragic beautiful young right serious lighthearted fine more important fine',1
'middle torn last huge happy oldest hard other inquisitive new secret more frolic special good musical other',1
'twisted new much pretty perfect twisted punch incorrect excellent marvelous facial physical straight comic small effective little excited perfect same risky',1
'intelligent good feminine right wrong wrong left funny great handsome little great beautiful same feminine intelligent miss greatest beautiful true many other fine',1
'beautiful soppy terrific lead brilliant more real exquisite painful simple effective big next follow difficut second most people i next',1
'small local many other european first wounded former german happy polish nazi small polish outstanding many real entire cattle jewish subject',1
'young perfect romantic quirky perfect touching young great definite total',1
'best strong awesome masti evergreen multifaceted hilarious timely total great such long typical easy pure',1
'enjoyable familiar talented sad',1
'greatest single low highest superb well drawn inventive much credible late many personal survive underground less many voice over cartoonish other such strong homosexual subtle strong human sexual not midnight true american',1
'absolute classic short great definitive stellar less best whole many honest first depressing criminal politician police more decade this moderate',1
'first new fresh best funniest sad biggest final last finale huge interesting long best best',1
'inferior many touching different whole more favorite',1
'easy other called dead best apt',1
'great different interesting great most side different',1
'great tragic melancholic resemble particular realistic contradictory controversial modern same genuine own own second detailed particular such tragic terrible many more indefatigable beautiful elderly first rid old new wrong love dangerous such other dangerous thought strong modern brilliant marvelous memorable visual modern entertaining tasteful erotic technical beautiful perfect different indifferent first first legs carnal suspicious outstanding difficult flawless bisexual surprising eminent true old high most witty empty favorite modern capable critical art sure powerful educational such bad wrong final realistic best',1
'manic sexual much manic proud many real manic real real screen i wish',1
'first actual awful  i worth boxed documentary highest',1
'turgid pleased fast paced underlying moral excellent special beautiful majestic most beautiful sympathetic stone buddha long distinct only poorly much thought provoking beautiful few elephant',1
'last popular good several many negative bad well realized new wonderful many true original relative whole delicious skimpy',1
'dreamhow sweet amongthose sumptuous early correct ultimate good sunny peaceful magical serene difficult unhappy tragic unflattering possible best eternal little highest',1
'cheap entertaining on screen funny straight',1
'master slave past more well tended large enslaved white middle female free free relative sires a free colour able certain own comparative certain white own own relative labour such such local negative positive real grey well rendered well cast wonderful brutal distinct sympathetic economic right on i white own more callous sour',1
'personal exception the specific customary creative worthwhile',1
'atmospheric fronts it beautiful black white english american abandoned atmospheric eerie unbearable barbara beautiful best italian early',1
'most rival stale new close more more solid the stale stereotypical emotional shooting own little emotional close ready little great basic alien first few innocent limited complete most incredible sympathetic normal last strong early stronger self lead only new little different',1
'divisive con ingenious perfect tough warm vibrant fine real long top banal comic own robert least average con much usual modern great',1
'classic much entire many bad entertaining funny best good much same wooden first subtle much better entertaining worth',1
'greatest excellent great perfect few good early to funny favorite great',1
'slight subject various high 4 000 odd ex army private yellow twin engine twin  303',1
'real remote rainy brutal black white excellent principal first sad capital last adapted best',1
'first nonaquatic sexual fine effective finest handsome impressive overly protective glorious irresistible',1
'awful last good bad good great aatish good slow half good overall good good',1
'great close same new',1
'longest great favorite first ten great terrific only beautiful good great',1
'real nudist naturist australian location maslin romantic misleading  hilarious romantic traditional light hearted nudist normal copious beach side real complete basic many other several separate other romantic next good many more interesting young short sighted ice cream unofficial main comic hard young major variable suspect cheap positive hard good stunning static major important viewer  personal tasteful easy filming maslin  skin post pubescent under appreciated  attractive  normal other australian sunny pointless australian other same possible popular unlikely during negative real easy near real everyday little low more everyday french particular major everyday direct hyper real much right such current sure little middle',1
'unattractive unappreciated desperate deaf her heavy male fresh unsuited mannered sexual important punch handy unpaid unique violent frightening new fourth thoroughly romantic edgy symbiotic excellent odd first enjoyable surly exclusive gorgeous cornered likely many french first particular only parole main neat little feelgood french compromised better',1
'former best ultimate fllow many few',1
'many fresh many outstanding old marvellous back other such black white much red superb hypnotic central own artistic great',1
'possible excellent poor brilliant excellent great classic best next much better first great funniest best hilarious',1
'nice perfect few you i few best seen bar replayed lindsay perfection wonderful unforced unscripted much surreal few usual different absorbing big screen strong palpable other certain human con more main great conclusion in absolute favorite high most outstanding best best human better',1
'big same devastating good powerful emotional impactful obvious big similar similar different great great for',1
'little web inside alternative gay familiar ironic hard alien glorious first romantic sexual sure only pre adolescent direct ironic able jump start heterosexual many late same',1
'major historical several dont    possible spoiler     the technical ok terrific terrible other good social hard involved longer disappointed believable wonderful romantic young revolutionary under developed good average bad other fine many same pretensious worried intellectual best',1
'many happy great memorable many real lavish well done surprising catlike stupid make up human cute awkward beautiful bold fun enjoyable feature length most favourite good young',1
'best good excellent short sloppy violent good dq stupid jealous great high happy little main first 7 time triple best',1
'whole human small special more other eminent eternal special wonderful short parisian human other utterly ordinary vast loves  serendipitous everyday important soppy warm full hope i final further specific little',1
'negative related important other common thoughtful guardian main open that i amazing clear aware current other more quiet most big occasional main further fantastic afraid dark watchable prevalent entire more good thoughtful compelling old',1
'most most blatant sexy fantastic new cinema verite full sci fi second hand able latest amazing top notch new false clear open other loose simplest biggest full more full second cool own ten fight massive climatic first small intense monotony after favorite operative better believable same brian first own nice much gauge capable little wonderful nice robotic nice close up hand held same kinetic seizure inducing rather over  hand held able nice',1
'   spoilers    memorable such wild white big bad special realistic tough perfect what if few familiar own strong societal rural urban unsure able inbred deficient best genetic pathetic stupendous sure great funniest unsure other different modern modern live awkward other unpleasant good tragic actual small screen memorable gratuitous obvious powerful effect the violent different other effective much numb effective wrong questionable disturbing obvious little human realistic sub human childish similar fateful natural real such subtle fifth able',1
'favorite best good other brilliant funny downright beautiful such less old operatic reminiscent other comedic own well constructed',1
'cheesiest guilty pleasure type first slasher bad formulaic several made flash late  90s early formulaic tongue in cheek original recent neo slasher only low budget direct to video most other new fictional bald dark pupil less original shot bad such good new original perfect other many great direct to video most inadvertent lucky big gimmick urban original interesting sensible horrible true enjoyable other neo slasher',1
'best terrific memorable recent little poor original sure many sure good bad judgement the original innovative american weird',1
'resident great great comfortable great high main good great looking the comfy hard little main new giant realistic great outstanding realistic',1
'short bad better bad stellar cute smart double flash imaginative few sick diabetic 6 year old enjoyed 11 year old many',1
'film the good good good good great creepy limited',1
'few scary possible sci fi religious classic',1
'entire crazy entire excellent favorite sad wishful many similar',1
'least good misguided indestructible musical enjoyable all star vivian original jean odd roman all time great early ubiquitous screen bright cartoonish early stylized yiddish social great gentle harmless real same enough other',1
'fine favorite white black',1
'many different obscure early independent wonderful little same small clear small small long lost small independent inspiring young finest superb little fresh old finest british difficult fun worth',1
'typical revenge several years after a dirty prank bathtub cynical new reactionary',1
'former seminal all girl able believable splendid tight knit troubled loyal adolescent uncaring self absorbed best affluent serious young harmful perceptive underrated good hearted reckless self destructive hedonistic likely end this insightful credible thoroughly dysfunctional tragic net such tough resilient unhappy vulnerable own inconsiderate nonexistent adrian sturdy observant messy overall unsentimental average latchkey nerve wrackingly chaotic capricious unpredictable everyday soft pastoral breakable excellent effective top notch neurotic peevish sweet rich older british overprotective morose braces wearing obnoxious authentic grim ultimate heart breaking unsung under appreciated early',1
'good late last proper scary realistic perfect dark dramatic easy complicated the special good i more horror favorite s a realistic nice good good scary interesting special',1
'gritty same most professional fabulous seventeen jealous criminal available',1
'great ridiculous evil desecrated weird old weird due demonic ta shoots awesome bad',1
'real british enjoyable thoroughly entertaining cinematic british accidental unexploded medieval 14th deep little suburban last ancient legal particular burgandian international other local british tiny independent own itself this war battered impoverished good drunken disregard british independent spiv black dishonest post war dodgy quiet happy little crowded due foreign reluctant involved high dry legal such major bugundian true british bugundian english english hard poor barbed new english great',1
'american majestic only main other less believable short easy much other overlong much screen such believable ingenious similar performance full',1
'smart early believable mechanical good',1
'elderly younger african american jewish other frank chronic ill regular fatal odd own own cryptic ambiguous  typical ethnic worth more excellent',1
' warning  expected first old same boyish rough wonderful likely possible other',1
'nice fit better bankable lovelier for william good comic good busy patented upbeat philosophical best comic comic',1
'small simple entertaining early skeptical dumb chic feminist male bashing many relevant down to earth slice of life best great',1
'anti vinnie real sorry entire most disappointing chock full double',1
'finest video american british british american other dealt better weak non moorish great worth',1
